eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor,AU-ID,Full Name,First Name,Last Name,Tenure,Position,Department,ORCID,EID,Journal,ISSN,Rank,Category,Secondary Category,academic_year
2-s2.0-84855665248,,,,A cross-cultural comparison of computer-mediated deceptive communication,cp,Conference Paper,Lewis C.,60028883;60002092,IESE Business School;Florida State University,Barcelona;Tallahassee,Spain;United States,3,"Lewis, Carmen;George, Joey F.;Giordano, Gabriel",24376629400;7403558296;8890996200,60002092;60002092;60028883,2009-12-01,2009,PACIS 2009 - 13th Pacific Asia Conference on Information Systems: IT Services in a Global Environment,,21100196713,,Conference Proceeding,,,,,"Although much research into deceptive communication has been conducted in the last several years, little of it has focused on deception outside of a North American context. Similarly, most deceptive research has investigated face-to-face verbal communication and neglected computer-mediated communication modes. This paper describes a study in progress on deceptive computer-mediated communication, looked at across two national cultures, Spain and the U.S. The paper reviews the relevant literature and theory and presents hypotheses and the research design.",Computer-mediated communication | Culture | Deceptive communication,3,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2009-2010
2-s2.0-84870644313,,,,Detecting deception in computer-mediated interviewing,cp,Conference Paper,Giordano G.,60159411;60028883;60002092,Carson College of Business;IESE Business School;Florida State University,Pullman;Barcelona;Tallahassee,United States;Spain;United States,4,"Giordano, Gabriel;George, Joey;Marett, Kent;Keane, Brian",8890996200;7403558296;8046337300;55182999800,60028883;60002092;60159411;60002092,2008-12-01,2008,"16th European Conference on Information Systems, ECIS 2008",,21100220304,,Conference Proceeding,,,,,"Deception in résumés and job applications is common, and being able to detect deceptive information early is worthwhile for many recruiters. Yet recent studies have revealed that people are not very good at detecting deception successfully, particularly when they are communicating using computer-based communication, with which more and more interviews are being conducted. However, in many computer-mediated settings, communication records are created, and so additional people are able to review the communication that took place. We conducted an experiment to determine how successful individuals can be at detecting deception in résumés when they are reviewing recorded interviews. We varied communication mode for the recorded interview, comparing text transcripts to audio recordings, and we varied warnings about the presence of deception, which manipulated the level of suspicion in subjects. We found that reviewers were more accurate at detecting deceptive information then were participant interviewers in past studies, and we found that a warning about deception's presence improved reviewers' detection accuracy, compared to lack of warnings, and that it did not have any effect on reviewers' number of false alarms. We did not find differences in reviewers' deception detection success or number of false alarms between text and audio media.",Computer-mediated communication | Deception | Information quality | Interviewing,1,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2008-2009
2-s2.0-33847389428,10.1111/j.1083-6101.2007.00329.x,,,The influences of deception and computer-mediation on dyadic negotiations,ar,Article,Giordano G.A.,60002092,Florida State University,Tallahassee,United States,4,"Giordano, Gabriel A.;Stoner, Jason S.;Brouer, Robyn L.;George, Joey F.",8890996200;7004843552;13004680600;7403558296,60002092;60002092;60002092;60002092,2007-01-01,January 2007,Journal of Computer-Mediated Communication,10836101,18232,10836101,Journal,12,2,,362-383,"This article reports on an experiment investigating the differences between computer-mediated and face-to-face negotiations and between negotiators being deceptive about hidden agendas and negotiators without hidden agendas. Our results supported the hypotheses that individuals negotiating via instant messaging are more likely to use forcing negotiating, experience more tension, and have lower deception detection accuracy than individuals negotiating face-to-face. Unexpectedly, it was found that individuals negotiating via instant messaging were more satisfied with the negotiation process than were face-to-face negotiators. Finally, results supported the hypothesis that those being deceptive about hidden agendas experienced higher tension than those without hidden agendas. These findings have several implications for organizations: higher levels of tension from computer-mediated negotiations and from deception can affect the long-term effectiveness of employees, undetected deception in computer-mediated negotiations can have a negative impact on negotiations, and computer-mediation can lead to the use of a forcing negotiation style, which may improve the effectiveness of negotiators with individualistic goals. © 2007 International Communication Association.",,35,1,publisherfree2read,Bronze,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2006-2007
2-s2.0-84869797448,,,,The effects of group member experience and task complexity on computer-mediated collaborative groups facing deception,cp,Conference Paper,Giordano G.,60002092,Florida State University,Tallahassee,United States,1,"Giordano, Gabriel A.",8890996200,60002092,2005-12-01,2005,"Association for Information Systems - 11th Americas Conference on Information Systems, AMCIS 2005: A Conference on a Human Scale",,21100495982,,Conference Proceeding,2,,,583,"Individuals often work together in environments where computers mediate their communication. One key area affected by computer mediated communication in group settings is the transmission of cues to deception. If cues to deception are filtered, such as they are with computer-mediated communication, deception detection accuracy can be hindered due to the lack of cues available, and group task performance can be lowered. Past deception research was not very applicable to many business settings since the tasks studied did not mimic the interactive, computer-mediated group settings where business decisions are often made. Past research also did not look at the influences of individuals' familiarity with each other and their task complexity, which are key parts of group decision-making processes. We plan to conduct two experiments that simulate organizational collaborative group settings by having groups of subjects perform a computer-mediated collaborative task. Our experimental task will be a computerized strategy game where groups of subjects will methodically search a game board for a fixed number of targets, which they will attempt to destroy on their final turn. We will manipulate subjects' task complexity and group members' familiarity with each other in the experiments. We will then look at how their task performance and deception detection accuracy are influenced by these factors when they are facing a deceptive group member.",,0,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2005-2006
2-s2.0-27544463257,,,,Task complexity and deception detection in a collaborative group setting,cp,Conference Paper,Giordano G.,,,,,2,"Giordano, Gabriel A.;George, Joey F.",8890996200;7403558296,,2005-11-10,2005,Proceedings of the Annual Hawaii International Conference on System Sciences,15301605,145755,,Conference Proceeding,,,,19,"Deception and deception detection have become important research areas in business. However, little deception research has looked at the computer-mediated group settings that many organizational decisions are made in today. Further, past research has not looked at the influence of task complexity, a key part of group decision processes, on deception. This study looked at these unexplored areas by conducting an experiment to measure the effects of task complexity on group deception detection and group performance. Our findings revealed very low overall detection rates and showed no significant differences in the detection rates between groups performing tasks with different levels of complexity. We did find that even though all groups had the assets necessary to perform well, groups with the complex task performed significantly worse than groups with the less complex task, signaling that these groups were more affected by deception.",,5,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2005-2006
2-s2.0-33745229851,,,,Factors Determining Digital Imaging Technology Adoption in Small Business,cp,Conference Paper,Norman P.,60002092,Florida State University,Tallahassee,United States,3,"Norman, Patrick;Giordano, Gabriel;Keane, Brian",57911545900;8890996200;55182999800,60002092;60002092;60002092,2004-01-01,2004,"10th Americas Conference on Information Systems, AMCIS 2004",,21101111500,,Conference Proceeding,,,,394-397,"While IT adoption has been the focus of much research, this paper combines aspects of research that have received little attention. First, this paper focuses on the factors affecting IT adoption from the firm-level. Second, a novel technology such as digital imaging technology (DIT) is investigated. Not only is this very relevant but this moves away from the much researched technology, EDI. Lastly, while much of the IT literature focusing on IT adoption at the firm-level emphasizes large organizations, this research looks into small businesses. To investigate IT adoption from a small business perspective, three factors are identified that influence the DIT adoption in small firms. These factors are: organizational readiness, perceived benefits, and external pressure. In short, small firms will be investigated to determine what factors affect the adoption of DIT within the banking industry. A survey package will be sent to 167 CEO’s from independent banks in Alabama.",Adoption of IT | Digital Imaging Technology | Interorganizational Systems | Small Business,2,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2003-2004
2-s2.0-84898266405,,,,KNOWLEDGE MANAGEMENT STRATEGIES AND CULTURAL DIMENSIONS,cp,Conference Paper,Tilley P.A.,60002092,Florida State University,Tallahassee,United States,2,"Tilley, Patricia A.;Giordano, Gabriel A.",57913871700;8890996200,60002092;60002092,2003-01-01,2003,"9th Americas Conference on Information Systems, AMCIS 2003",,21101111702,,Conference Proceeding,,,,2618,"The importance of knowledge management has intensified as globalization has become more prevalent in the business world. Globalization has lead to a dispersion of general knowledge, clusters of specific knowledge, and numerous cultural differences in organizations. Organizations that implement effective knowledge management systems have the ability to leverage knowledge-based assets that can lead to increased organizational performance. Cultural differences are central to knowledge management because an organization’s culture shapes the assumptions about what knowledge is, what knowledge is worth managing, and how knowledge is created, legitimized, and distributed. However, much of the conceptualization of knowledge management is still Western centered. This paper posits that by understanding the best fit of organizational culture to knowledge management methods, organizations will have a greater opportunity to implement effective knowledge management systems. Specifically, we introduce several propositions relating cultural fit, as understood by Hofstede’s (1980) cultural dimensions, to knowledge management strategies, as outlined in Earl’s Knowledge Management Taxonomy (2001). Several organizations are identified that exhibit various knowledge management strategies and several countries are identified for each cultural dimension to show how these categorizations relate to the real business world. If organizational success is important to managers in this age of globalization, they must recognize how culture affects the way people share knowledge. Using our framework, executives and managers can encourage the development of knowledge management systems that take cultural dimensions into consideration and promote a higher degree of knowledge sharing. The propositions presented in this paper also help to illustrate how each cultural dimension is not limited to a best fit with only one knowledge management school but can fit well with several of the schools. This allows for more flexibility in creating knowledge management systems in diverse cultural settings. Different mixes of approaches may be needed for organizations that span across countries with significantly different cultures Future research is needed to test our propositions in organizational settings. Since the Earl Knowledge Management Taxonomy is based on observations of current organizations, these organizations would be a natural setting for ongoing research. Studying international organizations would also be beneficial, since they would allow the comparison of common company strategies operating under different cultural dimensions. Lastly, longitudinal qualitative studies would be valuable since they could lead to a greater understanding of how the best fit between various cultures and knowledge management schools can contribute to a sustained competitive advantage.",,2,0,,,,undefined,,8890996200,Gabriel Giordano,Gabriel,Giordano,Tenure,Professor,Analytics and Information Systems Faculty,,8890996200,,,,,,2002-2003
2-s2.0-85160347546,10.1016/j.ejor.2023.04.039,S0377221723003375,,Competitive pricing under local network effects,ar,Article,Tavasoli A.,60135978;60021918,Ohio University College of Business;University of Virginia,Athens;Charlottesville,United States;United States,5,"Tavasoli, Ali;Fazli, Mehrdad;Ardjmand, Ehsan;Young, William A.;Shakeri, Heman",36971519100;57205340436;55625571400;23013584800;55692755200,60021918;60021918;60135978;60135978;60021918,2023-12-01,1 December 2023,European Journal of Operational Research,03772217,22489,,Journal,311,2,,545-566,"This paper will study the pricing problem of two competitive products in a market characterized by local externalities. For this purpose, a stochastic model of sales propagation among consumers is developed. This model utilizes a compartmentalized schema denoted as a Markov Chain where the local network effects impact transition rates. A key aspect of the proposed model is its multilayer structure, where products’ information streams through different layers. The equilibrium conditions and the optimal pricing strategies in a competitive market are examined. The pricing problem is investigated in two settings of homogeneous and heterogeneous (i.e., differential). It is shown that the existence and coexistence of individual products in the equilibrium point depends on an epidemic parameter, called reproduction number, that quantifies the speed by which a product's sales spread over the network. Moreover, it is found that the correlation between the network's layers impacts the equilibrium point. Specifically, a negative correlation between the network's layers allows a wider coexistence region than a positive correlation. Additionally, it is found that a negative correlation between the network's layers provides more flexibility to firms for their pricing practices and yields a higher profit. Finally, different pricing strategies are characterized with respect to model parameters and the centrality measures of different networks. It is observed that while centrality measures and optimal prices are highly correlated, node centralities alone are not enough to determine optimal prices.",Competitive pricing | Dynamics | Network externalities | Networks | Viral marketing,0,0,,,,undefined,,55625571400,Ehsan Ardjmand,Ehsan,Ardjmand,Tenure,Associate Professor,Analytics and Information Systems Faculty,0000-0002-0166-2159,55625571400,European Journal of Operations Research,0377-2217,Top,,,2023-2024
2-s2.0-85102489933,10.1007/s12065-021-00578-x,,,A modified unconscious search algorithm for data clustering,ar,Article,Asadi-Zonouz M.,60135978;60032053,Ohio University College of Business;Tarbiat Modares University,Athens;Tehran,United States;Iran,3,"Asadi-Zonouz, Moein;Amin-Naseri, Mohammad Reza;Ardjmand, Ehsan",57221413235;6507501619;55625571400,60032053;60032053;60135978,2022-09-01,September 2022,Evolutionary Intelligence,18645909,14500154734,18645917,Journal,15,3,,1667-1693,"Clustering is a widely used data mining technique with a diverse set of applications. Since clustering is an NP-hard problem, finding high-quality solutions for large-scale clustering problems can be an arduous and computationally expensive task. Therefore, many metaheuristics are utilized to solve these problems efficiently. In this paper, a modified unconscious search (US) and its k-means hybrid for data clustering are proposed with two main modifications: (1) generating initial population by combining solutions of k-means and random solutions, (2) replacing the usual local search step of the original US by an existing Heuristic Search method. Modified US is tested on the seven following well-known benchmarks from the UCI machine learning directory: Iris, Wine, Glass, Cancer, Vowel, CMC, and Ecoli. The results are then compared against metaheuristics, such as genetic algorithm, particle swarm optimization (PSO), black hole algorithm, hybrid of PSO k-means, and accelerated chaotic PSO. The results of experiments show that, on average, the quality of best solutions obtained by the proposed methods on all seven datasets is 0.176% better than the quality of the other six algorithms applied for experimentations.",Data clustering | K-means | Metaheuristics | Unconscious search,0,0,,,,undefined,,55625571400,Ehsan Ardjmand,Ehsan,Ardjmand,Tenure,Associate Professor,Analytics and Information Systems Faculty,0000-0002-0166-2159,55625571400,,,,,,2022-2023
2-s2.0-85109933392,10.1016/j.asoc.2021.107685,S1568494621006062,,A multi-objective two-echelon location-routing problem for cash logistics: A metaheuristic approach,ar,Article,Fallahtafti A.,60135978;60011132,Ohio University College of Business;Ohio University,Athens;Athens,United States;United States,4,"Fallahtafti, Alireza;Ardjmand, Ehsan;Young, William A.;Weckman, Gary R.",57211201264;55625571400;23013584800;6602977086,60011132;60135978;60135978;60011132,2021-11-01,November 2021,Applied Soft Computing,15684946,18136,,Journal,111,,107685,,"This study proposes a two-echelon location routing framework for cash-in-transit. In order to mitigate the risk of robbery in cash transportation, a dynamic risk index is considered. The utilized risk function encompasses both the amount of cash carried by a vehicle and the travel time of a route, and it relaxes a pre-defined parameter of risk threshold in the literature. Multiple exact and metaheuristic methodologies are utilized and evaluated on several small to medium-sized instances and a case study. The effectiveness of the proposed methods is evaluated and shown by examining various multi-objective performance measures. The case study is researched in more depth to obtain managerial insights, and the results show that depending on the risk or cost efficiency of the solutions on a Pareto frontier, the risk of traversing longer routes or transporting larger amounts of cash can be determining in locating new bank vaults.",Cash-in-transit | Metaheuristics | Multi-objective optimization | Two-echelon location routing problem,16,0,,,,undefined,,55625571400,Ehsan Ardjmand,Ehsan,Ardjmand,Tenure,Associate Professor,Analytics and Information Systems Faculty,0000-0002-0166-2159,55625571400,Applied Soft Computing,1568-4946,Top,Analytics,,2021-2022
2-s2.0-85109848285,10.1016/j.cie.2021.107512,S0360835221004162,,Time slot management in selective pickup and delivery problem with mixed time windows,ar,Article,Fallahtafti A.,60135978;60105971;60011132;60003564,"Ohio University College of Business;University of Bojnord, Iran;Ohio University;Our Lady of the Lake University",Athens;Bojnord;Athens;San Antonio,United States;Iran;United States;United States,4,"Fallahtafti, Alireza;Karimi, Hossein;Ardjmand, Ehsan;Ghalehkhondabi, Iman",57211201264;55386673900;55625571400;57191376888,60011132;60105971;60135978;60003564,2021-09-01,September 2021,Computers and Industrial Engineering,03608352,18164,,Journal,159,,107512,,"The selective pickup and delivery problem addresses real-life issues in logistics and transportation. The aim is to optimally select some pickup locations to collect the required demands and unload commodities at delivery locations. Everyday, much of such logistics processes are outsourced to Third-Party Logistics (3PL) companies. However, decentrally truck scheduling by 3PLs specifically when there are only a limited number of warehouse loading docks and time slots will likely cause the random arrival of carriers at warehouses, capacity violation at loading docks, and consequently increased total costs. This study offers a promising approach to optimize the intricate problem of coordination in transportation logistics. We present an integrated time slot allocation and selective pickup and delivery problem while taking real-world variants and constraints, including mixed time windows and capacity, into consideration. To achieve this, we propose a mixed-integer linear programming formulation for the problem. To solve the model, we utilize some valid inequalities and constraints tightening method to strengthen its linear programming relaxation. In addition, a sensitivity analysis is performed on different problem features to validate the presented model. Computational results illustrate the effectiveness of the presented model and valid inequalities in providing faster and tighter results. With respect to the solution time and the number of nodes, the average of both measures drastically is reduced by approximately 90%, followed by tight lower bounds. Furthermore, the value of the integrated model is investigated on larger-sized instances, which shows the proposed model can achieve significant savings and gains compared to the decomposed subproblems of vehicle routing and time slot allocation.",Loading dock allocation | Mixed time windows | Selective VRP | Supplier selection | Time slot management | Valid inequality,6,0,,,,undefined,,55625571400,Ehsan Ardjmand,Ehsan,Ardjmand,Tenure,Associate Professor,Analytics and Information Systems Faculty,0000-0002-0166-2159,55625571400,Computers and Industrial engineering,1879-0550,High Quality,,,2021-2022
